date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:39:51	85030/85030	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:56%20GMT	http://creative-era.com/era/images/secondwhite.svg	E:/theme/comning%20soon/creative-era.com/era/images/secondwhite.svg	(from http://creative-era.com/era/index_nightmode.html)
10:39:51	5583/5583	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:41%20GMT	http://creative-era.com/era/images/logo-black.svg	E:/theme/comning%20soon/creative-era.com/era/images/logo-black.svg	(from http://creative-era.com/era/index_gradient_blue.html)
10:39:52	85067/85067	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:55%20GMT	http://creative-era.com/era/images/secondtransnightmode_.svg	E:/theme/comning%20soon/creative-era.com/era/images/secondtransnightmode_.svg	(from http://creative-era.com/era/index_nightmode.html)
10:39:55	82975/82975	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:52%20GMT	http://creative-era.com/era/images/second_b.svg	E:/theme/comning%20soon/creative-era.com/era/images/second_b.svg	(from http://creative-era.com/era/index_gradient_blue.html)
10:39:57	5583/5583	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:42%20GMT	http://creative-era.com/era/images/logo-white.svg	E:/theme/comning%20soon/creative-era.com/era/images/logo-white.svg	(from http://creative-era.com/era/index_gradient_magenta.html)
10:39:57	82987/82987	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:49%20GMT	http://creative-era.com/era/images/second.svg	E:/theme/comning%20soon/creative-era.com/era/images/second.svg	(from http://creative-era.com/era/index_white.html)
10:39:59	85006/85006	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Dec%202017%2012:24:54%20GMT	http://creative-era.com/era/images/secondtrans_.svg	E:/theme/comning%20soon/creative-era.com/era/images/secondtrans_.svg	(from http://creative-era.com/era/index_gradient_magenta.html)
10:40:02	6247/6247	---M--	200	added ('OK')	application/javascript	date:Mon,%2022%20Jan%202018%2013:55:39%20GMT	http://creative-era.com/era/js/jquery.tubular.1.0.js	E:/theme/comning%20soon/creative-era.com/era/js/jquery.tubular.1.0.js	(from http://creative-era.com/era/index_videoYoutube.html)
10:40:14	641950/641950	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Dec%202017%2012:26:08%20GMT	http://creative-era.com/era/images/Slideshow/Era_Youtube_Video.png	E:/theme/comning%20soon/creative-era.com/era/images/Slideshow/Era_Youtube_Video.png	(from http://creative-era.com/era/)
10:40:20	28292/28292	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:31%20GMT	http://creative-era.com/era/fonts/HelveticaNeueLTStd-Bd.ttf	E:/theme/comning%20soon/creative-era.com/era/fonts/HelveticaNeueLTStd-Bd.ttf	(from http://creative-era.com/era/css/font.css)
10:40:23	54852/54852	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:28%20GMT	http://creative-era.com/era/fonts/Arial-BoldMT.ttf	E:/theme/comning%20soon/creative-era.com/era/fonts/Arial-BoldMT.ttf	(from http://creative-era.com/era/css/font.css)
10:40:27	27676/27676	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:35%20GMT	http://creative-era.com/era/fonts/HelveticaNeueLTStd-Roman.ttf	E:/theme/comning%20soon/creative-era.com/era/fonts/HelveticaNeueLTStd-Roman.ttf	(from http://creative-era.com/era/css/font.css)
10:40:42	90112/90112	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:48%20GMT	http://creative-era.com/era/fonts/ProximaNova-Regular.ttf	E:/theme/comning%20soon/creative-era.com/era/fonts/ProximaNova-Regular.ttf	(from http://creative-era.com/era/css/font.css)
10:40:48	130760/130760	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:54%20GMT	http://creative-era.com/era/fonts/ProximaNova-Semibold.ttf	E:/theme/comning%20soon/creative-era.com/era/fonts/ProximaNova-Semibold.ttf	(from http://creative-era.com/era/css/font.css)
10:40:50	7336/7336	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:38%20GMT	http://creative-era.com/era/fonts/icomoon.ttf?g4his5	E:/theme/comning%20soon/creative-era.com/era/fonts/icomoonc9ae.ttf	(from http://creative-era.com/era/css/font.css)
10:40:51	2559/2559	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2013:14:00%20GMT	http://creative-era.com/era/images/circle.svg	E:/theme/comning%20soon/creative-era.com/era/images/circle.73.delayed	(from http://creative-era.com/era/css/style.css)
10:40:55	88452/88452	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2013%20Dec%202017%2004:16:43%20GMT	http://creative-era.com/era/fonts/ProximaNova-Bold.ttf	E:/theme/comning%20soon/creative-era.com/era/fonts/ProximaNova-Bold.ttf	(from http://creative-era.com/era/css/font.css)
10:41:04	539087/539087	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Dec%202017%2012:24:25%20GMT	http://creative-era.com/era/images/bg.jpg	E:/theme/comning%20soon/creative-era.com/era/images/bg.jpg	(from http://creative-era.com/era/index_image.html)
